region	month	monthName	workType	category	plants	growMethod	text	detail	source
srednyaya-polosa	may	МАЙ	obrabotka	dekor	liliya	grunt	С появления ростков — регулярный осмотр и ручной сбор лилейного жука (пожарника) и его личинок; при массовом лёте — инсектицид. От ботритиса (бурые пятна на листьях в сырое лето) — обработки медьсодержащими и системными фунгицидами.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
yug	aprel	АПРЕЛЬ	obrabotka	dekor	liliya	grunt	С появления ростков — регулярный осмотр и ручной сбор лилейного жука (пожарника) и его личинок; при массовом лёте — инсектицид. От ботритиса (бурые пятна на листьях в сырое лето) — обработки медьсодержащими и системными фунгицидами.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
ural-sibir	iyun	ИЮНЬ	obrabotka	dekor	liliya	grunt	С появления ростков — регулярный осмотр и ручной сбор лилейного жука (пожарника) и его личинок; при массовом лёте — инсектицид. От ботритиса (бурые пятна на листьях в сырое лето) — обработки медьсодержащими и системными фунгицидами.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
severo-zapad	may	МАЙ	obrabotka	dekor	liliya	grunt	С появления ростков — регулярный осмотр и ручной сбор лилейного жука (пожарника) и его личинок; при массовом лёте — инсектицид. От ботритиса (бурые пятна на листьях в сырое лето) — обработки медьсодержащими и системными фунгицидами.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
srednyaya-polosa	iyun	ИЮНЬ	poliv	dekor	liliya	grunt	Полив лилий под корень в засуху весь период роста и бутонизации, не смачивая листья (ботритис); после цветения полив сокращают. Мульча обязательна — держит корни в прохладе, «голова на солнце, ноги в тени».		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
yug	may	МАЙ	poliv	dekor	liliya	grunt	Полив лилий под корень в засуху весь период роста и бутонизации, не смачивая листья (ботритис); после цветения полив сокращают. Мульча обязательна — держит корни в прохладе, «голова на солнце, ноги в тени».		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
ural-sibir	iyul	ИЮЛЬ	poliv	dekor	liliya	grunt	Полив лилий под корень в засуху весь период роста и бутонизации, не смачивая листья (ботритис); после цветения полив сокращают. Мульча обязательна — держит корни в прохладе, «голова на солнце, ноги в тени».		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
severo-zapad	iyun	ИЮНЬ	poliv	dekor	liliya	grunt	Полив лилий под корень в засуху весь период роста и бутонизации, не смачивая листья (ботритис); после цветения полив сокращают. Мульча обязательна — держит корни в прохладе, «голова на солнце, ноги в тени».		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
srednyaya-polosa	iyun	ИЮНЬ	obrezka	dekor	liliya	grunt	Удаление отцветших бутонов лилий, чтобы не завязывались семена; цветонос и листья не срезают — работают на луковицу, убирают только осенью после усыхания, оставляя пенёк 10-15 см.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
yug	may	МАЙ	obrezka	dekor	liliya	grunt	Удаление отцветших бутонов лилий, чтобы не завязывались семена; цветонос и листья не срезают — работают на луковицу, убирают только осенью после усыхания, оставляя пенёк 10-15 см.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
ural-sibir	iyul	ИЮЛЬ	obrezka	dekor	liliya	grunt	Удаление отцветших бутонов лилий, чтобы не завязывались семена; цветонос и листья не срезают — работают на луковицу, убирают только осенью после усыхания, оставляя пенёк 10-15 см.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
severo-zapad	iyun	ИЮНЬ	obrezka	dekor	liliya	grunt	Удаление отцветших бутонов лилий, чтобы не завязывались семена; цветонос и листья не срезают — работают на луковицу, убирают только осенью после усыхания, оставляя пенёк 10-15 см.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
srednyaya-polosa	sentyabr	СЕНТЯБРЬ	razmnozhenie	dekor	liliya	grunt	Деление разросшихся гнёзд лилий и пересадка — через 4-6 недель после цветения (конец августа - сентябрь), когда луковица восстановила силу; чешуйкование проводят тогда же.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
yug	oktyabr	ОКТЯБРЬ	razmnozhenie	dekor	liliya	grunt	Деление разросшихся гнёзд лилий и пересадка — через 4-6 недель после цветения (конец августа - сентябрь), когда луковица восстановила силу; чешуйкование проводят тогда же.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
ural-sibir	avgust	АВГУСТ	razmnozhenie	dekor	liliya	grunt	Деление разросшихся гнёзд лилий и пересадка — через 4-6 недель после цветения (конец августа - сентябрь), когда луковица восстановила силу; чешуйкование проводят тогда же.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
severo-zapad	sentyabr	СЕНТЯБРЬ	razmnozhenie	dekor	liliya	grunt	Деление разросшихся гнёзд лилий и пересадка — через 4-6 недель после цветения (конец августа - сентябрь), когда луковица восстановила силу; чешуйкование проводят тогда же.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
srednyaya-polosa	oktyabr	ОКТЯБРЬ	ukrytie	dekor	liliya	grunt	На зиму лилии мульчируют торфом или листвой слоем 10-15 см. Восточные гибриды, трубчатые и ОТ-гибриды — с укрытием от вымокания (лапник + плёнка/короб от дождя и оттепелей); азиатские и ЛА-гибриды зимуют без укрытия.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
yug	noyabr	НОЯБРЬ	ukrytie	dekor	liliya	grunt	На зиму лилии мульчируют торфом или листвой слоем 10-15 см. Восточные гибриды, трубчатые и ОТ-гибриды — с укрытием от вымокания (лапник + плёнка/короб от дождя и оттепелей); азиатские и ЛА-гибриды зимуют без укрытия.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
ural-sibir	sentyabr	СЕНТЯБРЬ	ukrytie	dekor	liliya	grunt	На зиму лилии мульчируют торфом или листвой слоем 10-15 см. Восточные гибриды, трубчатые и ОТ-гибриды — с укрытием от вымокания (лапник + плёнка/короб от дождя и оттепелей); азиатские и ЛА-гибриды зимуют без укрытия.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
severo-zapad	oktyabr	ОКТЯБРЬ	ukrytie	dekor	liliya	grunt	На зиму лилии мульчируют торфом или листвой слоем 10-15 см. Восточные гибриды, трубчатые и ОТ-гибриды — с укрытием от вымокания (лапник + плёнка/короб от дождя и оттепелей); азиатские и ЛА-гибриды зимуют без укрытия.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
srednyaya-polosa	mart	МАРТ	razmnozhenie	dekor	georgin	grunt	В конце марта - апреле клубни георгин достают из хранения, зачищают до здоровой ткани, проращивают в тепле во влажном субстрате; проснувшиеся побеги при желании черенкуют. Высадка в грунт — только после возвратных заморозков (конец мая - начало июня).		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
yug	fevral	ФЕВРАЛЬ	razmnozhenie	dekor	georgin	grunt	В конце марта - апреле клубни георгин достают из хранения, зачищают до здоровой ткани, проращивают в тепле во влажном субстрате; проснувшиеся побеги при желании черенкуют. Высадка в грунт — только после возвратных заморозков (конец мая - начало июня).		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
ural-sibir	aprel	АПРЕЛЬ	razmnozhenie	dekor	georgin	grunt	В конце марта - апреле клубни георгин достают из хранения, зачищают до здоровой ткани, проращивают в тепле во влажном субстрате; проснувшиеся побеги при желании черенкуют. Высадка в грунт — только после возвратных заморозков (конец мая - начало июня).		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
severo-zapad	mart	МАРТ	razmnozhenie	dekor	georgin	grunt	В конце марта - апреле клубни георгин достают из хранения, зачищают до здоровой ткани, проращивают в тепле во влажном субстрате; проснувшиеся побеги при желании черенкуют. Высадка в грунт — только после возвратных заморозков (конец мая - начало июня).		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
srednyaya-polosa	iyun	ИЮНЬ	udobrenie	dekor	georgin	grunt	Первая подкормка георгин — через неделю после высадки (азот + комплекс); в бутонизацию и цветение — фосфорно-калийные каждые 2 недели; с августа азот полностью исключают (для вызревания клубней).		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
yug	may	МАЙ	udobrenie	dekor	georgin	grunt	Первая подкормка георгин — через неделю после высадки (азот + комплекс); в бутонизацию и цветение — фосфорно-калийные каждые 2 недели; с августа азот полностью исключают (для вызревания клубней).		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
ural-sibir	iyul	ИЮЛЬ	udobrenie	dekor	georgin	grunt	Первая подкормка георгин — через неделю после высадки (азот + комплекс); в бутонизацию и цветение — фосфорно-калийные каждые 2 недели; с августа азот полностью исключают (для вызревания клубней).		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
severo-zapad	iyun	ИЮНЬ	udobrenie	dekor	georgin	grunt	Первая подкормка георгин — через неделю после высадки (азот + комплекс); в бутонизацию и цветение — фосфорно-калийные каждые 2 недели; с августа азот полностью исключают (для вызревания клубней).		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
srednyaya-polosa	iyun	ИЮНЬ	obrezka	dekor	georgin	grunt	Формировка георгин: оставляют 1-2 стебля (у высокорослых), лишние выламывают; ослепляют нижние пасынки до 3-4-й пары листьев; подвязка к прочной опоре сразу при посадке. У бордюрных сортов прищипывают точку роста над 4-й парой листьев.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
yug	may	МАЙ	obrezka	dekor	georgin	grunt	Формировка георгин: оставляют 1-2 стебля (у высокорослых), лишние выламывают; ослепляют нижние пасынки до 3-4-й пары листьев; подвязка к прочной опоре сразу при посадке. У бордюрных сортов прищипывают точку роста над 4-й парой листьев.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
ural-sibir	iyul	ИЮЛЬ	obrezka	dekor	georgin	grunt	Формировка георгин: оставляют 1-2 стебля (у высокорослых), лишние выламывают; ослепляют нижние пасынки до 3-4-й пары листьев; подвязка к прочной опоре сразу при посадке. У бордюрных сортов прищипывают точку роста над 4-й парой листьев.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
severo-zapad	iyun	ИЮНЬ	obrezka	dekor	georgin	grunt	Формировка георгин: оставляют 1-2 стебля (у высокорослых), лишние выламывают; ослепляют нижние пасынки до 3-4-й пары листьев; подвязка к прочной опоре сразу при посадке. У бордюрных сортов прищипывают точку роста над 4-й парой листьев.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
srednyaya-polosa	iyul	ИЮЛЬ	poliv	dekor	georgin	grunt	Полив георгин обильный, 1-2 раза в неделю в сухую погоду с глубоким промачиванием, обязательно по мульче; с конца августа полив сокращают.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
yug	iyun	ИЮНЬ	poliv	dekor	georgin	grunt	Полив георгин обильный, 1-2 раза в неделю в сухую погоду с глубоким промачиванием, обязательно по мульче; с конца августа полив сокращают.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
ural-sibir	avgust	АВГУСТ	poliv	dekor	georgin	grunt	Полив георгин обильный, 1-2 раза в неделю в сухую погоду с глубоким промачиванием, обязательно по мульче; с конца августа полив сокращают.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
severo-zapad	iyul	ИЮЛЬ	poliv	dekor	georgin	grunt	Полив георгин обильный, 1-2 раза в неделю в сухую погоду с глубоким промачиванием, обязательно по мульче; с конца августа полив сокращают.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
srednyaya-polosa	avgust	АВГУСТ	obrabotka	dekor	georgin	grunt	От тли, слюнявки-пенницы, паутинного клеща и трипса на георгинах — инсектицид/акарицид; кусты с признаками вирусной мозаики и бактериального рака (курчавость, деформация, наросты на корневой шейке) выкапывают и уничтожают.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
yug	iyul	ИЮЛЬ	obrabotka	dekor	georgin	grunt	От тли, слюнявки-пенницы, паутинного клеща и трипса на георгинах — инсектицид/акарицид; кусты с признаками вирусной мозаики и бактериального рака (курчавость, деформация, наросты на корневой шейке) выкапывают и уничтожают.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
ural-sibir	sentyabr	СЕНТЯБРЬ	obrabotka	dekor	georgin	grunt	От тли, слюнявки-пенницы, паутинного клеща и трипса на георгинах — инсектицид/акарицид; кусты с признаками вирусной мозаики и бактериального рака (курчавость, деформация, наросты на корневой шейке) выкапывают и уничтожают.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
severo-zapad	avgust	АВГУСТ	obrabotka	dekor	georgin	grunt	От тли, слюнявки-пенницы, паутинного клеща и трипса на георгинах — инсектицид/акарицид; кусты с признаками вирусной мозаики и бактериального рака (курчавость, деформация, наросты на корневой шейке) выкапывают и уничтожают.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
srednyaya-polosa	aprel	АПРЕЛЬ	obrabotka	dekor	gladiolus	grunt	За 2-3 недели до посадки клубнелуковицы гладиолусов очищают от чешуй, протравливают от трипса и грибов (инсектицид + фунгицид либо розовая марганцовка на 1-2 ч) и проращивают на свету ростком вверх.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
yug	mart	МАРТ	obrabotka	dekor	gladiolus	grunt	За 2-3 недели до посадки клубнелуковицы гладиолусов очищают от чешуй, протравливают от трипса и грибов (инсектицид + фунгицид либо розовая марганцовка на 1-2 ч) и проращивают на свету ростком вверх.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
ural-sibir	may	МАЙ	obrabotka	dekor	gladiolus	grunt	За 2-3 недели до посадки клубнелуковицы гладиолусов очищают от чешуй, протравливают от трипса и грибов (инсектицид + фунгицид либо розовая марганцовка на 1-2 ч) и проращивают на свету ростком вверх.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
severo-zapad	aprel	АПРЕЛЬ	obrabotka	dekor	gladiolus	grunt	За 2-3 недели до посадки клубнелуковицы гладиолусов очищают от чешуй, протравливают от трипса и грибов (инсектицид + фунгицид либо розовая марганцовка на 1-2 ч) и проращивают на свету ростком вверх.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
srednyaya-polosa	iyun	ИЮНЬ	udobrenie	dekor	gladiolus	grunt	Подкормки гладиолусов: по 2-3-му листу — азотная; по 5-6-му листу и в бутонизацию (июнь-июль) — фосфорно-калийные; сопровождают окучиванием на 8-10 см для устойчивости цветоносов.		ogorod.ru/ru/outdoor/tulip/9377; floristics.info/ru/stati/sadovodstvo/1612-nartsissy-ukhod; botanichka.ru/article/podgotovka-prorashhivanie-i-posadka-klubney-georgin; 7dach.ru/Raspopov_Gennadiy/...-32643.html; antonovsad.ru/uhod-za-pionami-...-2045; goldwins.ru/blog/irisy-v-sadu-ukhod-vesnoy
